"d34_mid","d34_uime","n8","address","description","latitude","longitude"
18787911,"Osnovna šola Ivana Cankarja",302011,"Lošca 1, 1360 Vrhnika","","45.9627992","14.2969036"
18787814,"Gasilski dom Vrhnika",302012,"Jelovškova ulica 3, 1360 Vrhnika","","45.9676587","14.2980576"
18787920,"Elektro Ljubljana",302013,"Ljubljanska cesta 23, 1360 Vrhnika","","45.9732355","14.3024458"
18787741,"Dom upokojencev",302014,"Idrijska cesta 13, 1360 Vrhnika","","45.9633704","14.2888424"
18787849,"Župnijski vrtec Vrhnika",302015,"Hrib 2, 1360 Vrhnika","","45.9609592","14.2893485"
18787750,"Gasilski dom Verd",302016,"Verd 100, 1360 Vrhnika","","45.9561267","14.3026932"
18787938,"Gasilski dom Verd",302017,"Verd 100, 1360 Vrhnika","","45.9561267","14.3026932"
18787768,"Dom krajanov Dragomer",302018,"Na Grivi 5, 1351 Brezovica pri Ljubljani","","46.0181022","14.385088"
18787946,"Gasilski dom Log pri Brezovici",302019,"Loška cesta 18, 1358 Log pri Brezovici","","46.0078566","14.36508"
18787857,"Gasilski dom Drenov Grič",302020,"Drenov Grič 25, 1360 Vrhnika","","45.9962614","14.3272278"
18787776,"Dom KS Stara Vrhnika",302021,"Stara Vrhnika 107a, 1360 Vrhnika","","45.97496109999999","14.281812"
18787989,"Kulturni dom Bevke",302022," Bevke 17, 1358 Log pri Brezovici","","45.9810007","14.3542738"
18787954,"Gasilski dom Podlipa",302023,"Smrečje 7, 1360 Vrhnika","","46.0068682","14.2223498"
18787784,"Gasilski dom Ligojna",302024,"Mala Ligojna 18, 1360 Vrhnika","","45.9943559","14.3035225"
18787792,"Dom krajevne skupnosti Sinja Gorica",302025,"Sinja Gorica 31, 1360 Vrhnika","","45.977282","14.3114008"
18787962,"Prostori KS Blatna Brezovica",302026,"Blatna Brezovica 12, 1360 Vrhnika","","45.9741119","14.3344544"
18787865,"Bivša šola Zaplana",302027,"Bivša šola Zaplana, 1360 Vrhnika","","45.9715808","14.2401814"
18787806,"Dom gasilcev in krajanov Padež",302028,"Padež 6, 1353 Borovnica","","45.9193034","14.3640682"
18797941,"GD Dragomer-Lukovica",302029,"Na Grivi 5, 1351 Brezovica pri Ljubljani","","46.0181022","14.385088"
18807394,"Gostilna Turšič",302030,"Voljčeva cesta 3, 1360 Vrhnika","","45.9638757","14.2908315"
18808218,"OŠ A.M. Slomška",302031,"Pod Hruševco 33, 1360 Vrhnika","","45.9735709","14.2954179"
18808226,"Gasilski dom Log pri Brezovici",302032,"Loška cesta 18, 1358 Log pri Brezovici","","46.0078566","14.36508"
18416433,"GD",303001,"Goričica pod Krimom 29, 1352 Preserje","","45.95100310000001","14.3790115"
18415208,"Gasilski dom",303003,"Kamnik pod Krimom 151, 1352 Preserje","","45.9559523","14.4057831"
18416450,"OŠ Preserje",303004,"Preserje 60, 1352 Preserje","","45.954247","14.4147805"
18416468,"Kulturni dom Podpeč",303005,"Jezero 21, 1352 Preserje","","45.9734151","14.4212424"
18415216,"OŠ Rakitna",303007,"Rakitna 54, 1352 Preserje","","45.8914884","14.4400016"
18416476,"ZD Notranje Gorice",303008,"Podpeška cesta 380, 1357 Notranje Gorice","","45.9894958","14.4026802"
18416484,"ZD Notranje Gorice",303009,"Podpeška cesta 380, 1357 Notranje Gorice","","45.9894958","14.4026802"
18416492,"Dom Krajanov Vnanje Gorice",303010," Nova pot 5, 1351 Brezovica pri Ljubljani","","46.0096909","14.4154386"
18415224,"Osnovna šola Ig",303011,"Troštova ulica 24, 1292 Ig","","45.960504","14.5280636"
18416506,"Novi gasilski dom Ig",303012,"Gasilska ulica 39, 1292 Ig","","45.9551252","14.5291614"
18416514,"PGD Kot",303013,"Ljubljanska cesta 2, 1292 Ig","","45.9586002","14.5276006"
18416522,"Družabni objekt""Senožetka""",303014,"Družabni objekt""Senožetka"", Iška Loka","","45.9712776","14.5151773"
18415232,"Gasilski dom Matena",303015,"Matena 55, 1292 Ig","","45.9716727","14.4976138"
18416549,"Gasilski dom Golo",303016,"Golo 5a, 1292 Ig","","45.908769","14.547181"
18416557,"Gasilski dom Škrilje",303017,"Škrilje 32, 1292 Ig","","45.9172302","14.5406381"
18415259,"Podružnična OŠ Tomišelj",303018,"Tomišelj 30, 1292 Ig","","45.963006","14.4817058"
18416565,"Podružnična OŠ Tomišelj",303019,"Tomišelj 30, 1292 Ig","","45.963006","14.4817058"
18416573,"Gasilski dom Vrbljene",303020,"Vrbljene 57, 1292 Ig","","45.9483675","14.4894432"
18416581,"PGD Iška vas",303021," Iška vas 31, 1292 Ig","","45.9403173","14.5111344"
18416590,"Gasilski dom Barje",303023,"Peruzzijeva ulica 101, 1000 Ljubljana","","46.0219807","14.5238243"
18416603,"Gasilski dom Barje",303024,"Peruzzijeva ulica 101, 1000 Ljubljana","","46.0219807","14.5238243"
18415275,"Občina Škofljica",303026,"Šmarska c. 3, 1219 Škofljica","","45.9836636","14.5760295"
18416611,"Občina Škofljica",303027,"Šmarska c. 3, 1219 Škofljica","","45.9836636","14.5760295"
18416638,"Podružnična OŠ Želimlje",303029,"Želimlje 43, 1291 Škofljica","","45.9198974","14.5726406"
18415283,"SkedenjPijava Gorica",303030," Gasilska ulica 4, 1291 Škofljica","","45.9517408","14.5722214"
18416646,"Objekt Smrjene - Pri Marinčku",303031," Smrjene 22, 1291 Škofljica","","45.9357637","14.5904914"
18416654,"Društveni prostori Gradišče",303032,"Društveni prostori Gradišče, Gradišče, 1291 Škofljica","","45.9189959","14.589202"
18416662,"Občina Velike Lašče",303033," Levstikov trg 1, 1315 Velike Lašče","","45.8337311","14.6366726"
18415291,"Občina Velike Lašče",303034," Levstikov trg 1, 1315 Velike Lašče","","45.8337311","14.6366726"
18416697,"Kulturni Dom Rob",303037,"Rob 5, 1314 Rob","","45.848217","14.571361"
18416727,"Gasilski dom Turjak",303040,"Turjak 17, 1311 Turjak","","45.8766376","14.6126857"
24328210,"Dom Krajanov Vnanje Gorice",303041,"Nova pot 5, 1351 Brezovica pri Ljubljani","","46.0096909","14.4154386"
18416735,"OŠ Trnovo",304001," Karunova ulica 14a, 1000 Ljubljana","","46.0420263","14.5006231"
18415313,"OŠ Trnovo",304002," Karunova ulica 14a, 1000 Ljubljana","","46.0420263","14.5006231"
18416743,"OŠ Trnovo",304003," Karunova ulica 14a, 1000 Ljubljana","","46.0420263","14.5006231"
18416751,"OŠ Trnovo",304004," Karunova ulica 14a, 1000 Ljubljana","","46.0420263","14.5006231"
18416760,"OŠ Oskarja Kovačiča",304005,"Ob dolenjski železnici 48, 1000 Ljubljana","","46.0340466","14.5220604"
18415321,"OŠ Oskarja Kovačiča",304006,"Ob dolenjski železnici 48, 1000 Ljubljana","","46.0340466","14.5220604"
18416786,"OŠ Oskarja Kovačiča",304008,"Ob dolenjski železnici 48, 1000 Ljubljana","","46.0340466","14.5220604"
18415330,"OŠ Oskarja Kovačiča",304009,"Ob dolenjski železnici 48, 1000 Ljubljana","","46.0340466","14.5220604"
18416794,"OŠ Livada",304010,"Ulica Dušana Kraigherja 2, 1000 Ljubljana","","46.0340325","14.503658"
18416808,"OŠ Oskarja Kovačiča",304011,"Ob dolenjski železnici 48, 1000 Ljubljana","","46.0340466","14.5220604"
18416816,"OŠ Livada",304012,"Ulica Dušana Kraigherja 2, 1000 Ljubljana","","46.0340325","14.503658"
18415348,"Podružnična šola Lavrica",304013,"Kamnikarjeva ulica 6, 1291 Škofljica","","46.00200479999999","14.5556219"
18416824,"Gasilski dom Orle",304014,"Orle 39, 1291 Škofljica","","46.0128621","14.5718757"
24174751,"Podružnična šola Lavrica",304015,"Kamnikarjeva ulica 6, 1291 Škofljica","","46.00200479999999","14.5556219"
24213382,"OŠ Livada",304016,"Ulica Dušana Kraigherja 2, 1000 Ljubljana","","46.0340325","14.503658"
18416832,"Dom starejših občanov",305001,"Kopališka ulica 10, 1000 Ljubljana","","46.0423292","14.4962198"
18415356,"OŠ Kolezija",305002,"Cesta v Mestni log 46, 1000 Ljubljana","","46.0382956","14.4933132"
18416859,"Dijaški dom Vič",305003,"Gerbičeva ulica 53, 1000 Ljubljana","","46.0393973","14.4883682"
18416867,"Osnovna šola Vič",305004,"Tržaška cesta 74, 1000 Ljubljana","","46.0429624","14.4795396"
18416875,"Osnovna šola Vič",305005,"Tržaška cesta 74, 1000 Ljubljana","","46.0429624","14.4795396"
18415364,"OŠ Kolezija",305006,"Splitska ulica 13, 1000 Ljubljana","","46.0398407","14.4857627"
18416883,"Dom gasilcev",305007,"Cesta v Mestni log 31, 1000 Ljubljana","","46.0378373","14.4973024"
18416891,"Biotehniški izobraž. center",305008,"Cesta v Mestni log 47, 1000 Ljubljana","","46.0369256","14.4928696"
18416905,"Snaga JP d.o.o.",305009,"Cesta dveh cesarjev 111, 1000 Ljubljana","","46.0301707","14.4713176"
18415372,"Prostori MOL",305010,"Tbilisijska ul. 22a, 1000 Ljubljana","","46.0390108","14.4726069"
18416913,"Prostori MOL",305011,"Tbilisijska ul. 22a, 1000 Ljubljana","","46.0390108","14.4726069"
18416921,"OŠ Vič",305012,"Abramova ulica 26, 1000 Ljubljana","","46.0430068","14.4718288"
18415399,"OŠ Vič",305013,"Abramova ulica 26, 1000 Ljubljana","","46.0430068","14.4718288"
18416930,"OŠ Vič",305014,"Abramova ulica 26, 1000 Ljubljana","","46.0430068","14.4718288"
18416379,"OŠ Vič",305015,"Abramova ulica 26, 1000 Ljubljana","","46.0430068","14.4718288"
18416948,"OŠ Vrhovc",305016,"Cesta na Bokalce 1, 1000 Ljubljana","","46.0444969","14.4543688"
18417618,"OŠ Vrhovc",305017,"Cesta na Bokalce 1, 1000 Ljubljana","","46.0444969","14.4543688"
18416956,"OŠ Brezovica pri Lj.",306001,"Šolska ulica 15, 1351 Brezovica pri Ljubljani","","46.0174047","14.4122919"
18415402,"OŠ Brezovica pri Lj.",306002,"Šolska ulica 15, 1351 Brezovica pri Ljubljani","","46.0174047","14.4122919"
18416964,"OŠ Dobrova",306003,"Cesta 7. maja 20, 1356 Dobrova","","46.0570763","14.4121183"
18416972,"Poslovni prostor Koprivec",306004,"Brezje 10, 1356 Dobrova","","46.0537894","14.4142209"
18416999,"Športni center Gabrje",306006," Gabrje 7, 1356 Dobrova","","46.0708145","14.4097912"
18417006,"GD Hruševo",306007," Hruševo 2a, 1356 Dobrova","","46.0739661","14.3929323"
18415437,"GD Podsmreka",306009,"Podsmreka 58, 1356 Dobrova","","46.03968589999999","14.4292919"
18417022,"Gasilski dom Vrzdenec",306010,"Vrzdenec 101, 1354 Horjul","","46.0189379","14.2742682"
18417049,"Gasilski dom Žažar",306011,"Žažar 24, 1354 Horjul","","46.0079544","14.2537451"
18417057,"Gasilski dom",306012,"Podolnica 50, 1354 Horjul","","46.0260064","14.3274406"
18415445,"GD Zaklanec",306013,"Zaklanec 2C, Zaklanec, 1354 Horjul","","46.0231587","14.3129956"
18417065,"OŠ Horjul",306014,"Šolska ulica 44, 1354 Horjul","","46.0230274","14.29331"
18417073,"OŠ Horjul",306015,"Šolska ulica 44, 1354 Horjul","","46.0230274","14.29331"
18415453,"Dom Ivana Cankarja v Šentjoštu",306016,"Šentjošt nad Horjulom 13, 1354 Horjul","","46.0321657","14.2256726"
18417081,"GD Butajnova",306017,"Butajnova 23,1354 Horjul","","46.04283789999999","14.2349727"
18417090,"OŠ Polhov Gradec",306019,"Polhov Gradec 95, 1355 Polhov Gradec","","46.0656056","14.3123503"
18417103,"GD Dvor pri Polhovem Gradcu",306020,"GD Dvor pri Polhovem Gradcu,1355 Polhov Gradec","","46.0641255","14.3457889"
18415461,"GD Zalog-Setnik",306021,"Setnik 5 b,1355 Polhov Gradec","","46.0687952","14.2723318"
18417111,"Dom krajanov",306022," Črni vrh 37a, 1355 Polhov Gradec","","46.0884773","14.2540025"
18417120,"Fakulteta za elektrotehniko",306024,"Tržaška c. 25, 1000 Ljubljana","","46.0446754","14.4892614"
18417138,"Fakulteta za elektrotehniko",306025,"Tržaška c. 25, 1000 Ljubljana","","46.0446754","14.4892614"
18415470,"Tehnološki park LJ",306026,"Tehnološki park 19 (stavba B), 1000 Ljubljana","","46.0494615","14.4606313"
18417146,"Obrtna zbornica Vič",306027,"Tržaška cesta 207, 1000 Ljubljana","","46.0347736","14.45698"
18417154,"GD Kozarje",306028,"Cesta na Ključ 56, 1000 Ljubljana","","46.0372808","14.4435581"
18415488,"BTF - Odd. za lesarstvo",306029,"Rožna Dolina, cesta VIII 34, 1000 Ljubljana","","46.0487289","14.4790365"
18417162,"BTF - Odd. za lesarstvo",306030,"Rožna Dolina, cesta VIII 34, 1000 Ljubljana","","46.0487289","14.4790365"
24213404,"Obrtna zbornica Vič",306031,"Tržaška cesta 207, 1000 Ljubljana","","46.0347736","14.45698"
18417197,"Prostori MOL",307001,"Štefanova ul. 11, 1000 Ljubljana","","46.0535705","14.5020071"
18417219,"OŠ Majde Vrhovnik",307003," Gregorčičeva ul.16, 1000 Ljubljana","","46.0489224","14.4993243"
18417227,"OŠ Majde Vrhovnik",307004," Gregorčičeva ul.16, 1000 Ljubljana","","46.0489224","14.4993243"
18415500,"OŠ Toneta Čufarja",307005,"Čufarjeva ulica 11, 1000 Ljubljana","","46.0552432","14.5101318"
18417235,"OŠ Toneta Čufarja",307006,"Čufarjeva ulica 11, 1000 Ljubljana","","46.0552432","14.5101318"
18417243,"OŠ Toneta Čufarja",307007,"Čufarjeva ulica 11, 1000 Ljubljana","","46.0552432","14.5101318"
18417251,"Srednja zdravstvena šola Ljubljana",307008,"Poljanska c.61, 1000 Ljubljana","","46.0492995","14.5222786"
18415518,"Dom upokojencev Poljane",307009,"Ulica Janeza Pavla II. 4, 1000 Ljubljana","","46.0499494","14.5146285"
18417260,"OŠ Poljane",307010,"Zemljemerska ul. 7, 1000 Ljubljana","","46.0473199","14.517305"
18417278,"OŠ Poljane",307011,"Zemljemerska ul. 7, 1000 Ljubljana","","46.0473199","14.517305"
18415526,"OŠ Prule",307013,"Prule 13, 1000 Ljubljana","","46.0421981","14.5093858"
18417294,"OŠ Prule",307014,"Prule 13, 1000 Ljubljana","","46.0421981","14.5093858"
18417308,"Info točka 65+",307015,"Mačkova 1, 1000 Ljubljana","","46.0507544","14.5069034"
18415534,"OŠ Vodmat",307016,"Potrčeva ul. 1, 1000 Ljubljana","","46.0560183","14.5253006"
18417316,"OŠ Vodmat",307017,"Potrčeva ul. 1, 1000 Ljubljana","","46.0560183","14.5253006"
18417324,"Prostori MOL",307018,"Rozmanova ul.12, 1000 Ljubljana","","46.05369229999999","14.5170307"
18417332,"OŠ Toneta Čufarja",307019,"Čufarjeva ulica 11, 1000 Ljubljana","","46.0552432","14.5101318"
18415542,"OŠ Majde Vrhovnik",307020,"Gregorčičeva ul. 16, 1000 Ljubljana","","46.0489224","14.4993243"
24211827,"Srednja zdravstvena šola Ljubljana",307021,"Poljanska c.61, 1000 Ljubljana","","46.0492995","14.5222786"
18417359,"OŠ Sp. Šiška",308001,"Gasilska cesta 17, 1000 Ljubljana","","46.065154","14.4978831"
24255573,"OŠ Sp. Šiška",308002,"Gasilska cesta 17, 1000 Ljubljana","","46.065154","14.4978831"
18417383,"Gimnazija Ljubljana - Šiška",308005,"Aljaževa ul.32, 1000 Ljubljana","","46.0700121","14.4961928"
18415577,"Gimnazija Ljubljana - Šiška",308007,"Aljaževa ul.32, 1000 Ljubljana","","46.0700121","14.4961928"
18417405,"OŠ Sp. Šiška",308008,"Gasilska cesta 17, 1000 Ljubljana","","46.065154","14.4978831"
18417413,"OŠ Riharda Jakopiča",308009,"Derčeva ul.1, 1000 Ljubljana","","46.06767869999999","14.4889359"
18416387,"OŠ Riharda Jakopiča",308010,"Derčeva ul.1, 1000 Ljubljana","","46.06767869999999","14.4889359"
18417421,"OŠ Sp. Šiška",308011,"Gasilska cesta 17, 1000 Ljubljana","","46.065154","14.4978831"
18415585,"OŠ Riharda Jakopiča",308012,"Derčeva ul.1, 1000 Ljubljana","","46.06767869999999","14.4889359"
18417634,"Vrtec Andersen",308014,"Derčeva ul.10, 1000 Ljubljana","","46.0718767","14.4835195"
18415593,"OŠ Valentina Vodnika",308016,"Adamičeva ulica 16, 1000 Ljubljana","","46.0752873","14.4783103"
18417464,"OŠ Riharda Jakopiča",308018,"Derčeva ul.1, 1000 Ljubljana","","46.06767869999999","14.4889359"
18415194,"OŠ Riharda Jakopiča",308019,"Derčeva ul.1, 1000 Ljubljana","","46.06767869999999","14.4889359"
18417642,"Prostori MOL",308021,"Kebetova ul.1, 1000 Ljubljana","","46.0712987","14.4910902"
18414023,"Vrtec Najdihojca",308022,"Gorazdova ulica 6, 1000 Ljubljana","","46.0723805","14.4927266"
18414040,"OŠ Valentina Vodnika",308023,"Adamičeva ulica 16, 1000 Ljubljana","","46.0752873","14.4783103"
18415615,"OŠ Valentina Vodnika",308024,"Adamičeva ulica 16, 1000 Ljubljana","","46.0752873","14.4783103"
18414058,"OŠ Valentina Vodnika",309001,"Adamičeva ulica 16, 1000 Ljubljana","","46.0752873","14.4783103"
18414066,"OŠ Valentina Vodnika",309002,"Adamičeva ulica 16, 1000 Ljubljana","","46.0752873","14.4783103"
18415712,"OŠ Koseze",309003," Ledarska ulica 23, 1000 Ljubljana","","46.0743292","14.468666"
18417600,"OŠ Koseze",309004," Ledarska ulica 23, 1000 Ljubljana","","46.0743292","14.468666"
18416395,"OŠ Koseze",309005," Ledarska ulica 23, 1000 Ljubljana","","46.0743292","14.468666"
18417669,"OŠ Koseze",309006," Ledarska ulica 23, 1000 Ljubljana","","46.0743292","14.468666"
18416425,"OŠ Koseze",309007," Ledarska ulica 23, 1000 Ljubljana","","46.0743292","14.468666"
18414317,"OŠ Koseze",309008," Ledarska ulica 23, 1000 Ljubljana","","46.0743292","14.468666"
18415623,"OŠ Hinka Smrekarja",309009,"Gorazdova ulica 16, 1000 Ljubljana","","46.0734101","14.4883983"
18414074,"OŠ Hinka Smrekarja",309010,"Gorazdova ulica 16, 1000 Ljubljana","","46.0734101","14.4883983"
18414082,"OŠ Hinka Smrekarja",309011,"Gorazdova ulica 16, 1000 Ljubljana","","46.0734101","14.4883983"
18414104,"OŠ Hinka Smrekarja",309012,"Gorazdova ulica 16, 1000 Ljubljana","","46.0734101","14.4883983"
18414112,"OŠ Hinka Smrekarja",309014,"Adamičeva ulica 16, 1000 Ljubljana","","46.0752873","14.4783103"
18415640,"OŠ Hinka Smrekarja",309016,"Adamičeva ulica 16, 1000 Ljubljana","","46.0752873","14.4783103"
18414147,"OŠ Dravlje",309017,"Klopčičeva ulica 1, 1000 Ljubljana","","46.0801439","14.4773995"
18414155,"OŠ Dravlje",309018,"Klopčičeva ulica 1, 1000 Ljubljana","","46.0801439","14.4773995"
18414163,"Dom starejših občanov Dravlje",309019,"Kunaverjeva Ulica 15, 1000 Ljubljana","","46.0793554","14.4750807"
18414171,"GD Podutik",309021," Dolniška cesta 18, 1000 Ljubljana","","46.0774132","14.4486821"
18414180,"GD Podutik",309022," Dolniška cesta 18, 1000 Ljubljana","","46.0774132","14.4486821"
18414198,"GD Podutik",309023," Dolniška cesta 18, 1000 Ljubljana","","46.0774132","14.4486821"
18415666,"MOL-Dom krajanov",310001,"Draveljska ulica 44, 1000 Ljubljana","","46.0800902","14.4735122"
18414201,"MOL-Dom krajanov",310002,"Draveljska ulica 44, 1000 Ljubljana","","46.0800902","14.4735122"
18414210,"MOL-Dom krajanov",310003,"Draveljska ulica 44, 1000 Ljubljana","","46.0800902","14.4735122"
18415674,"OŠ Koseze",310004,"Ledarska ulica 23, 1000 Ljubljana","","46.0743292","14.468666"
18414228,"OŠ Miška Kranjca",310005,"Kamnogoriška cesta 35, 1000 Ljubljana","","46.0778198","14.4675209"
18414236,"OŠ Miška Kranjca",310006,"Kamnogoriška cesta 35, 1000 Ljubljana","","46.0778198","14.4675209"
18414244,"OŠ Miška Kranjca",310007,"Kamnogoriška cesta 35, 1000 Ljubljana","","46.0778198","14.4675209"
18415682,"Gasilski dom",310008,"Prušnikova ulica 57, 1210 Ljubljana - Šentvid","","46.0948439","14.4686987"
18414252,"MOL - Ljudski dom",310009,"Prušnikova ul.99. 1210 Ljubljana - Šentvid","","46.0975011","14.464763"
18414279,"Gasilski dom",310010,"Vižmarska pot 9, 1000 Ljubljana","","46.104888","14.4616271"
18415704,"Gasilski dom",310011,"Vižmarska pot 9, 1000 Ljubljana","","46.104888","14.4616271"
18414287,"Prostori  MOL",310012,"Na gmajni 1, 1210 Ljubljana-Šentvid","","46.1093179","14.4622468"
18414295,"Prostori  MOL",310013,"Na gaju 2, 1000 Ljubljana","","46.1095842","14.4676659"
18414309,"MOL - Služba za lokalno samoupravo",310014,"Kosijeva ul.1, 1210 Ljubljana - Šentvid","","46.1025416","14.4532021"
18417898,"MOL - Ljudski dom",310015,"Prušnikova ul.99, 1210 Ljubljana - Šentvid","","46.0975011","14.464763"
18417901,"MOL - Ljudski dom",310016,"Prušnikova ul.99, 1210 Ljubljana - Šentvid","","46.0975011","14.464763"
18417910,"OŠ Vižmarje - Brod",310017,"Na gaju 2, 1000 Ljubljana","","46.1095842","14.4676659"
24154068,"OŠ Vižmarje - Brod",310018,"Na gaju 2, 1000 Ljubljana","","46.1095842","14.4676659"
18414350,"Gasilski dom",311001,"Spodnje Pirniče 7a, 1215 Medvode","","46.13299689999999","14.44063"
18415747,"Dom krajanov",311002,"Zgornje Pirniče 6, 1215 Medvode","","46.13741419999999","14.4338458"
24153908,"Dom krajanov",311003,"Zgornje Pirniče 6, 1215 Medvode","","46.13741419999999","14.4338458"
18414368,"Dom krajanov",311004," Moše, 1216 Smlednik","","46.1664535","14.433779"
18414376,"T.Z. Dragočajna - Moše",311005,"Dragočajna 14 A, 1216 Smlednik","","46.1750053","14.4155442"
18414384,"OŠ Simona Jenka",311006,"Smlednik 73, 1216 Smlednik","","46.16747300000001","14.4305432"
18415755,"KULTURNI DOM SMLEDNIK",311007,"Smlednik 55, 1216 Smlednik","","46.1631672","14.4307418"
18414392,"Dom krajanov v Hrašah",311008,"Dom krajanov v Hrašah","","46.174675","14.449947"
18415780,"PGD Zbilje",311009,"Zbilje 44, 1215 Medvode","","46.1583624","14.4182804"
18415739,"OBČINA MEDVODE",311010,"Cesta Komandanta Staneta 12, 1215 Medvode","","46.1400552","14.4144791"
24153894,"OBČINA MEDVODE",311011,"Cesta Komandanta Staneta 12, 1215 Medvode","","46.1400552","14.4144791"
18414341,"OSNOVNA ŠOLA MEDVODE",311012,"Ostrovrharjeva Ul. 4, 1215 Medvode","","46.1460999","14.4062516"
23989760,"OSNOVNA ŠOLA MEDVODE",311013,"Ostrovrharjeva Ul. 4, 1215 Medvode","","46.1460999","14.4062516"
18415771,"Vrtec Medvode",311014," Zgornja Senica 45, 1215 Medvode","","46.1513241","14.3866114"
18414406,"Podružnična osnovna šola Topol",311015,"Topol pri Medvodah 17, 1215 Medvode","","46.0936284","14.3688829"
18414414,"Krajevna skupnost Trnovec",311016,"Trnovec 25c, 1215 Medvode","","46.1004322","14.3543529"
18415763,"Osnovna šola Preska",311017,"Preška cesta 22, 1215 Medvode","","46.1327593","14.4102134"
18417626,"Osnovna šola Preska",311018,"Preška cesta 22, 1215 Medvode","","46.1327593","14.4102134"
18414422,"Osnovna šola Preska",311019,"Preška cesta 22, 1215 Medvode","","46.1327593","14.4102134"
18414449,"Osnovna šola Preska",311020,"Preška cesta 22, 1215 Medvode","","46.1327593","14.4102134"
18414457,"Podružnična osnovna šola Sora",311021,"Sora 1b, 1215 Medvode","","46.14182640000001","14.3731547"
18414473,"KS Vaše - Goričane",311022,"Goričane 39, 1215 Medvode","","46.1413394","14.3961629"
18414481,"Zadružni dom v Skaručni",311023,"Skaručna 42, 1217 Vodice","","46.15527789999999","14.4855821"
18414490,"PGD Repnje",311024,"Repnje 30C, 1217 Vodice","","46.17317010000001","14.4821418"
18415798,"Dom krajanov Vodice",311025," Kopitarjev trg 1, 1217 Vodice","","46.1872176","14.4910233"
18414503,"PGD Zapoge",311026,"Zapoge 2, 1217 Polje pri Vodicah","","46.1804827","14.4692104"
18414511,"PGD Polje",311027,"Polje 5a, 1217 Polje pri Vodicah","","46.163135","14.491291"
18414520,"PGD Bukovica - Utik",311028,"Utik 45, 1217 Vodice","","46.1726931","14.5093243"
20327766,"Nekdanja osnovna šola Bušeča vas",605037,,"","45.867797","15.519703"
18415801,"PGD Šinkov turn",311029,"Koseze 26, 1217 Vodice","","46.16783299999999","14.5192014"
18414538,"Osnovna šola Šmartno",311030,"Cesta v Gameljne 7, 1211 Ljubljana - Šmartno","","46.1250452","14.478735"
24153622,"Osnovna šola Šmartno",311031,"Cesta v Gameljne 7, 1211 Ljubljana - Šmartno","","46.1250452","14.478735"
18414333,"Osnovna šola Šmartno",311032,"Cesta v Gameljne 7, 1211 Ljubljana - Šmartno","","46.1250452","14.478735"
18414325,"Dom gasilcev in krajanov Tacen",311033,"Pločanska ul.8, 1211 Ljubljana - Šmartno","","46.1190396","14.4638973"
18414546,"GD Stanežiče",311034,"Stanežiče 64, 1210 Ljubljana - Šentvid","","46.1084731","14.4361432"
18414554,"Gasilski dom Medno",311035,"Medno 79, 1210 Ljubljana - Šentvid","","46.121994","14.4376999"
17908103,"Polom, prostori vaškega doma",401001,"Polom, 1332 Stara Cerkev","","45.738537","14.8557971"
18128268,"Upravni prostori občine",401003,"Ljubljanska 26, 1330 Kočevje","","45.6429164","14.8557432"
18127695,"Avla gimnazije",401005,"Ljubljanska cesta 12, 1330 Kočevje","","45.64124289999999","14.8581203"
18127717,"Prostori Komunale Kočevje",401008,"Tesarska ulica 10, 1330 Kočevje","","45.6400716","14.8631072"
18128284,"Gasilski dom",401009," Roška cesta 10, 1330 Kočevje","","45.638589","14.8629102"
18128624,"Prostori KS Kočevje mesto",401010,"Trg zbora odposlancev 8, 1330 Kočevje","","45.6393099","14.8594666"
18128144,"Glasbena šola",401011,"Reška cesta 16,  1330 Kočevje","","45.63431","14.8626026"
18128292,"Šeškov dom",401013,"Prešernova ulica 11, 1330 Kočevje","","45.63700619999999","14.86568"
18128306,"prostori podjetniškega inkubatorja",401014,"Trata XIV 6a, 1330 Kočevje","","45.6440186","14.8604293"
18127733,"Gasilski dom",401015," Mahovnik 37, 1330 Kočevje","","45.647509","14.8465732"
18128314,"Gasilni dom",401017,"Šalka vas 50 B, 1330 Kočevje","","45.6459317","14.8798566"
18128152,"Vaški dom",401018,"Željne - Vaški dom, Željne 12 b","","45.6582286","14.8854578"
18127750,"Gasilski dom",401019,"Klinja vas 46, 1330 Kočevje","","45.6653119","14.8705683"
18144522,"prostori vaškega doma",401020,"Cvišlerji - prostori vaškega doma","","45.6389354","14.8867752"
18127768,"Gasilski dom",401021,"Koprivnik 31, 1330 Kočevje","","45.6015358","15.028924"
18127776,"Osnovna šola Stara Cerkev",401022,"Stara Cerkev 21, 1332 Stara Cerkev","","45.6682865","14.8374704"
18128349,"Vaški dom Koblarji",401023,"Vaški dom Koblarji, 1332 Stara Cerkev","","45.6788512","14.8339213"
18128616,"Gasilski dom",401024,"Dolnje Ložine 1a, 1332 Stara Cerkev","","45.6877465","14.8076581"
18127784,"Vaški dom Mlaka",401025,"Vaški dom Mlaka,  1332 Stara Cerkev","","45.670356","14.8396414"
18128357,"Vaški dom Stari log",401026,"Stari log, 1332 Stara Cerkev","","45.7255371","14.922327"
18127792,"Bivša gostilna Radar",401027,"Kočevska cesta 6, 1330 Dolga Vas","","45.6261728","14.8699119"
18127806,"Prosvetni dom",401028," Livold 18d, 1330 Kočevje","","45.6124145","14.8912908"
18128365,"Prosvetni dom",401029," Črni Potok pri Kočevju 2, 1330 Kočevje","","45.5903789","14.8987918"
